"item-pic src","item-title","item-desc","item-meta","item-meta href","item-meta 2","item-meta 3"
"https://oss-shjbh.saas.coolgua.com/20260605/7aae906fec5348e88d11a6f0bd0ef891.jpg","Xinlong Outdoor Furniture CO, Ltd.","Xinlong outdoor furniture is moved to Henan province in 2017 and located in Zhumadian City, we are a professional outdoor furniture manufacturer with an area of around 100,000 square meters. We have started to produce wicker weaving outdoor furniture for big traders since 2007. We gained a good reputation on the aspects of good quality and in-time delivery as well as competitive prices. Our Mainmarket is European and USA. We have established good business relationships with Home24, XXXLutz, JYSK,LEC,BCP,etc... Xinlong is a modernization factory, Our annual production capacity is around 2500*40 HQ containers, with competitive product collection of Metal/Aluminum frame sofa sets, dining sets , bistro sets, sunbeds as well as swing chairs. We ere continually improving our management and craftsmenship and have great confidence to increase our annual capacity into 2500 containers in 2026. Warmly welcome customers to visit us at Factory or our Ningbo Office！","www.xinlongoutdoor.com","https://en.ciff-sh.com/www.xinlongoutdoor.com","1.1","C01"
"https://oss-shjbh.saas.coolgua.com/20260605/e231c9cdbd4941849568d9ecbdfded87.png","TAIZHOU SUKK TECHNOLOGY CO.,LTD","Taizhou Sukk Technology Co., Ltd. was established in 2017. As a national high-tech enterprise located in Huangyan District, Taizhou, Zhejiang Province, we are close to Ningbo Port.We specialize in mold R&D, plastic product manufacturing, metal parts processing and outdoor furniture production, integrating design, production, sales, and service. Our factory covers an area of 6.59 acres with a building area of over 60,000 m², featuring dedicated zones for R&D, production, administration, and supporting facilities.We have obtained ISO 9001, BSCI, and other certifications for quality, environment, and occupational health and hold more than 170 patents. Committed to innovation, quality, and sustainability, Sukk provides reliable one-stop solutions for global partners in outdoor living, industrial components, and smart molding.","https://sukk.en.alibaba.com/","https://sukk.en.alibaba.com/","1.1","B42"
"https://oss-shjbh.saas.coolgua.com/20260511/4f9a639671c0431c8cc7e5b6619c8123.jpg","HESHAN","ZONMAN FURNITURE is a professional office furniture manufacturer with 23 years of expertise, specializing in the R&D and global supply of ergonomic seating. Operating from a 43,000 sqm modern production base, we have evolved into a comprehensive enterprise integrating design, manufacturing, and international marketing.Quality is our cornerstone. Our products are ISO certified and strictly comply with international standards including EN1335 and BIFMA. Committed to social responsibility, we hold FSC certification to ensure our products meet global sustainability requirements.Under our brand ZMSeatings, our business spans across Southeast Asia, the Middle East, Europe, and the Americas. As a regular exhibitor at MIFF and CIFF, we leverage our 23 years of industry insight to provide global clients with healthy, comfortable, and eco-friendly office solutions.","https://www.zmseatings.com","https://www.zmseatings.com/","6.1","B39"
"https://oss-shjbh.saas.coolgua.com/20260511/dddecc350db9491ea4a59f61f63c5d19.jpg","Taizhou Tony Furniture Co., Ltd","Taizhou Tony Furniture Co., Ltd. established in year 2 0 1 5, is a professional company engaged in the research, development, sale and service of dining chairs, designed office furniture, home storage and accessories, bar stools, dining Tables. We are located in Taizhou, Zhejiang with convenient transportation access. Dedicated to strict quality control and thoughtful customer service, our experienced sales are always available to discuss your requirements and ensure full customer satisfaction. We also offer fast delivery, and amazing photograph which support your selling on line.  We have many cooperation factories working closely together. The factory has introduced a series of advanced equipment and equipped with skilled workers. Strict quality control is performed in every procedure from material sourcing, processing and testing to packing. In addition, our products have passed professional third-party testing.Our products are exported to clients in such countries and regions as Spain, Poland, Australia, America, South Asia and so on. Adhering to the business principle of mutual benefits, we have had a good reputation among our customers because of our perfect services, quality products and competitive prices. We also welcome O E M orders. Whether selecting a current product from our catalog or seeking engineering assistance for your application, you can talk to our customer service center about your sourcing requirements. We warmly welcome customers from at home and abroad to establish cooperation and create a bright future with us together.","https://www.tonyfurniture.com","https://www.tonyfurniture.com/","5.1","C23"
"https://oss-shjbh.saas.coolgua.com/20260521/a5d8a73ea7b844ebbd4aa0bc330eaf44.JPG","Foshan Nanhai Shangshi Household Products Co., Ltd","Zhufan is a factory in Foshan that specializes in manufacturing aluminum outdoor furniture. Its products cover 8 series, including PE rattan, Teslin fabric, ropes, plastic wood, aluminum plates, die-casting, pavilions and swings. It holds multiple domestic patents and has obtained numerous international authoritative certifications such as BSCI, QMI, FSC, and EN581. At the same time, it has a large number of design patents and invention patents. The products are exported to 80+ countries worldwide, and the annual export volume has been steadily increasing. All technologies.","https://chouvant.com/page/contact.html","https://chouvant.com/page/contact.html","1.1","A26"
"https://oss-shjbh.saas.coolgua.com/20260521/67992ea1488341f597e25998128982b1.jpg","Guangdong Han Ge Home Furnishing Co., Ltd","Hang Home was founded in 2007. In its early years, the company focused onexporting upholstered sofas, with products reaching over 30 countries. In2014, Hang Home began expanding into the domestic market and initiated thebranding strategy for HIK. Starting in March 2014, the company participated inthe China International Furniture Fair (Guangzhou). As of September 2025, ithad taken part in over 20 times of major exhibitions, including the Guangzhou,Shanghai (Hongqiao and Pudong), and Shenzhen International Furniture Fairs,as well as Guangzhou Design Week and the China High-end CustomizationExhibition. It has won multiple gold awards for space design and productinnovation. Currently, Hang Home operates over 40 flagship stores worldwide,enjoying a solid market presence and positive consumer feedback. The brandis widely recognized for its high quality, strong design identity, and reliable","https://www.hik.com.cn","https://www.hik.com.cn/","4.1","B10"
"https://oss-shjbh.saas.coolgua.com/20260508/8f091d9bf8cf4d8a91448a611eef5b75.jpg","ZHIXING FURNITURE CO., LTD. SHUNDE DISTRICT, FOSHAN CITY","Founded in 1986, Foshan Shunde Zhixing Furniture Co., Ltd. is located in Longjiang Town, Shunde — renowned as China's Furniture Capital. We are a professional manufacturer integrating R&D, production and sales of office and school furniture.The company owns a 40,000-square-meter factory with 300 employees. Our product lineup covers office chairs, student desks and chairs, auditorium chairs, office desks, partition screens and office sofas. We have self-operated full-industry-chain workshops for hardware, injection molding, panel furniture, spraying and assembly, with most accessories produced in-house to ensure strong production capacity.Endowed with independent intellectual property rights and a professional design team, we support customized OEM & ODM services. Raw materials are purchased directly from manufacturers to guarantee quality and cost competitiveness. We have been certified as Guangdong High-Tech Enterprise.","http://www.zhixingfurniture.com/","http://www.zhixingfurniture.com/","6.1","B66"
"https://oss-shjbh.saas.coolgua.com/20260521/f82fa202a76a4d70b1a76f9cb90a717e.jpg","Zhongshan Varmax Furniture Co., Ltd","VARMAX is located in zhongshan city Guangdong Province,next to zhuhai and Macao.Our company specialized in developing,designing and manufacturing of Aluminum outdoor furniture.Our factory is well equipped with advanced technology and modern machinerise and we have a competent management and R&D Team to ensure the best quality in our products.We are customer demand-oriented and we supply high quality products competitive pricing and good service.","https://www.varmax.cn","https://www.varmax.cn/","1.1","A38"
"https://oss-shjbh.saas.coolgua.com/20260521/7ffd2b72f5a34145af79c46645a15a26.jpg","GUANGZHOU BKAI IMP&EXP CORP. LTD.","BAKI is a foreign trade company engaged in outdoor furniture., with over 16 years of manufacturing and Imp&Exp trading experience. The brand adheres to a customer-centric approach and a win-win philosophy, continuously innovating to provide innovative and cost-effective outdoor furniture products to partners worldwide.With a smart production base of 100,000 square meters, a 6000 square meter showroom, and a 12,000 square meter storage facility, we strictly adhere to international certification standards such as BSCI, FSC, ISO14001, and actively fulfill our social responsibilities of environmental and sustainable development.BAKI focuses on OEM and ODM cooperation models, with products exported to 122 countries and regions including the European Union, the United States, and Australia, helping more than 310 partners grow business faster.","https://ulandfurniture.com","https://ulandfurniture.com/","1.1","A10"
"https://oss-shjbh.saas.coolgua.com/20260521/1550a1a14b39451e897427a870d61b8d.png","Jiangmen WEIJUN FURNITURE CO., LTD","Since 2005, Weijun has been deeply engaged in the outdoor furniture industry. For years, we have always regarded quality as our foundation and adhered to the craftsmanship philosophy of focusing on exquisite workmanship and pursuing perfection in every detail.From material selection and original design to elaborate craftsmanship, we strive for perfection in every procedure and devote ingenuity to every detail, always adhering to the ultimate pursuit of premium quality.Through years of accumulation and continuous innovation, we have created the outdoor brand VELIT with great craftsmanship. Breaking the functional limitations of traditional outdoor furniture, we endow our products with aesthetic charm and ultimate comfort.Today, our products are far more than practical items. They are sophisticated outdoor space carriers that integrate elegant aesthetics and comfortable texture. Keeping pace with modern lifestyle aesthetics and enduring the test of time, they create cozy and stylish outdoor living spaces for you.","https://www.velitfurniture.com","https://www.velitfurniture.com/","1.1","A20"
"https://oss-shjbh.saas.coolgua.com/20260508/49f5555eda644a7383cebe0e2c614a76.jpg","ANJI LONGBO FURNITURE CO.,LTD","Anji Longbo Furniture Co., Ltd. is a comprehensive furniture enterprise integrating R&D, manufacturing, and sales of office chairs. Established in February 2009, the company is located in Kangshan Industrial Zone, Anji Economic Development District,","https://www.boliss.com","https://www.boliss.com/","6.1","B51"
"https://oss-shjbh.saas.coolgua.com/20260605/18595556e3494c27a35a676a1826d57b.jpg","Foshan Longba Furniture Co., Ltd.","Longba Custom & Transformable Dining Table Production Base is rooted in Jiujiang, Foshan — the core hub of China’s furniture manufacturing industry. Since its establishment in 2020, we have taken it as our mission to deeply engage in the customized home furnishing sector, and have steadily grown into a powerful enterprise integrating R&D, design, production and sales.Dedicated to enhancing the charm of home life, Longba Custom & Transformable Dining Table Production Base is willing to join hands with partners from all walks of life to build a harmonious living environment and interpret a new picture of wonderful household life.We sincerely welcome new and regular customers at home and abroad to visit, patronize and negotiate cooperation, to jointly open a new chapter of win-win development.","https://www.longba.com","https://www.longba.com/","5.1","C22"
"https://oss-shjbh.saas.coolgua.com/20260521/99420eb750114db9999075b2587e3625.jpg","ANJI KA BEI LONG FURNITURE CO.,LTD.","Anji kabeilong furniture Co.,Ltd was founded in 2007. The company is located in AnjiCounty, Zhejiang Province, China. It has a production base of 50,000  and focuses onthe research, production and sales of mid-to-high-end ergonomic office chairs.We are national high-tech enterprise, we hold numerous national patents andinternational certifications,exported to over thirty countries and regions around the world.We innovatively adopted a light customization and fast delivery,has a professional R&D and production team. We serve various government and enterprise projects andfurniture wholesaler. We are a representative entrepreneur in the chair industry who is pragmatic and stable.","https://www.zjkabel.com","https://www.zjkabel.com/","6.1","A62"
"https://oss-shjbh.saas.coolgua.com/20260605/0310076fed4b4fcaa2976587dfed49d9.jpg","Hangzhou Linna Belle Furniture Design Co., Ltd.","The company has been recognized as a national high-tech enterprise and a specialized, sophisticated, distinctive and innovative enterprise. Equipped with high-precision equipment and a professional R&D team, it is capable of undertaking customized overseas SPO orders. Its independent brand AB2 Galery has achieved an average annual sales growth rate of over 25% in recent years. Adhering to the brand philosophy of pursuing an ultimate natural and original lifestyle and taking ""Nature Creates, Home Elevates"" as its brand slogan, it strives to grow into a globally influential home furnishing brand.","https://www.aboo-home.com/","https://www.aboo-home.com/","4.1","C51"
"https://oss-shjbh.saas.coolgua.com/20260508/9b15fdbeafa54820adaa68e6c6e18384.jpg","GLOBAL FURNITURE (ZHEJIANG) CO.,LTD.","FOUNDED IN 2002 AND ROOTED IN ANJI, KNOWN AS THE ""HOMETOWN OF CHINESE CHAIRS,"" GLOFURN (ZHEJIANG) FURNITURE CO., LTD. IS A HIGH-TECH ENTERPRISE SPECIALIZING IN THE RESEARCH,DEVELOPMENT, PRODUCTION, AND SALES OF HEALTHY SEATING. THE COMPANY BOASTS A 100,000-SQUARE-METER INTELLIGENT INDUSTRIAL PARK EQUIPPED WITH INTERNATIONALLY LEADING INTELLIGENT AUTOMATED PRODUCTION LINES, WITH AN ANNUAL PRODUCTION CAPACITY EXCEEDING 3 MILLION UNITS. ITS PRODUCTS COVER A FULL RANGE OF CATEGORIES, INCLUDING OFFICE CHAIRS, GAMING CHAIRS, AND MESH CHAIRS, AND ARE SOLD GLOBALLY. ADHERING TO ""LEAN MANUFACTURING"" AS ITS CORE PRINCIPLE, GLOFURN  DEEPLY  INTEGRATES  ERGONOMICS WITH  INNOVATIVE DESIGN, COMMITTED TO PROVIDING GLOBAL USERS WITH ""ALL-SCENARIO, ALL POSTURE, ALL-WEATHER"" HEALTHY SEATING SOLUTIONS, AND STRIVING TO BECOME A WORLD-CLASS SEATING SUPPLIER.","http://www.glofurn.online/","http://www.glofurn.online/","6.1","A51"
"https://oss-shjbh.saas.coolgua.com/20260605/ad40a40c31ed4ac3ac5c42141c11b82b.png","TIANJIN OKAY INTERNATIONAL TRADING CO.,LTD","TIANJIN OKAY INTERNATIONAL TRADING COMPANY is exporter. We have our own factory and exporting company.We own two chairs factories and one MDF tables factory. Located in Bazhou city which is famous as an international furniture center. In these factories, there are 15 automatic welding robots, professional in-house production line.We mainly export all kinds of dinging tables, dining chairs, coffee tables, bar chairs and so on, especially specializing in MDF dining tables and modern dining chairs. Our products well received in Germany,NETHERLAND,SPAIN,POLAND,UK, Czech, Russia, Ukraine, the Middle east, South Asia and so on.","https://WWW.OKFURNITURE.NET","https://www.okfurniture.net/","5.1","C12"
"https://oss-shjbh.saas.coolgua.com/20260605/399e8a60e2004588bde3b984dd2c021f.jpg","RUCAS","RUCAS is a high-end bedding brand from California, USA, founded in 1998. It has been deeply involved in the bedding industry for over 26 years, integrating design, research and development, production, and sales. The brand has created eight major product series, including Fanluo Home, Comfortable Sleep Enjoyment, Luxury Sleep, Dream Sleep, Selected Childhood Protection, and Hotel Project Mattresses, covering a full range of bedroom furniture. RUCAS adheres to original design, focuses on core technologies, and relies on ergonomics, sleep environment science, and biological sleep patterns to create products, aiming to improve sleep quality, address insomnia issues, and convey a lifestyle concept of healthy sleep and environmental friendliness.","https://rucashome.m.en.alibaba.com","https://rucashome.m.en.alibaba.com/","3.1","B28"
"https://oss-shjbh.saas.coolgua.com/20260521/2241e80b41494662b434ee92fd8e6cfc.jpg","Langfang Aibike Furniture Co., Ltd.","Langfang Aibike Furniture Co., Ltd., established in 1989 in Langfang City, Hebei Province, is a leading manufacturer specializing in dining Tables, Chairs, and Outdoor Furniture. With over 500 employees and advanced production facilities, including precision laser-cutting equipment and automated welding robots, the company ensures high-quality, durable products featuring scratch-resistant surfaces, weather-resistant materials, and ergonomic designs. Its furniture suits both residential and commercial spaces, such as homes, hotels, and outdoor venues.Rigorous quality control and an in-house design team guarantee compliance with international standards, driving global exports to the U.S., Europe, the Middle East, and Australia. Combining 35+ years of expertise with innovation, Aibike delivers customizable, sustainable solutions trusted worldwide.","https://www.abk-furniture.com/","https://www.abk-furniture.com/","5.1","B33"
"https://oss-shjbh.saas.coolgua.com/20260605/a0f409b22c79408392ed3e4cb7f0a47f.png","管木匠","管木匠始于1986年，历经三代匠心传承，是集实木家具设计、生产、销售于一体的深耕型品牌。以“打造原木家具标杆”为初心，坚守纯原木内核，2024年品牌焕新升级，聚焦无辅材原木家具，将传统木作工艺与现代设计理念相融，为每个家庭呈现有温度、高品质的自然家居。","https://guanmujiangjiaju.tmall.com/","https://guanmujiangjiaju.tmall.com/","3.1","B03"
"https://oss-shjbh.saas.coolgua.com/20260810/8310d6e0cbfa49ccb80ec58c809cabba.jpg","FUNAN JINYUAN WILLOW AND WOOD CRAFTS CO, LTD","Anhui Zhongyuan Household Arts Co., Ltd established in 2009, is located in FuyangEconomic Development Zone, Anhui Province. Its products are mainly indoor furniture,involving sectional sofa,sofa bed,fix sofa,fixt chair and other categories. It is a large-scalemanufacturing enterprise integrating R&D, production, sales and services.The enterprise covers an area of 76,000 square meters, with a building area of 128,000square meters, fixed assets of 360 million yuan and more than 600 employees. Relying onthe excellent management, development and design teams, and the advanced productionlines and intelligent manufacturing equipment imported from Germany","https://www.jiaermei.net","https://www.jiaermei.net/","2.1","C50"
"https://oss-shjbh.saas.coolgua.com/20260508/f91c9a8ee2c74ecb8e8c018d23ae7bba.jpg","DONGGUAN LONGCHENG FURNITURE CO.,LTD","Dongguan   Locehome   Furniture   co., ltd   was founded   in 2019, located in Houjie town Dongguan City, covers working area of 8500square meters,   hold more than 50workers to work,   specializing the bedroom &diningroom furniture in different style, can produce 15-25containers per month.Inspired by the fancy culture and art from all over the world, we focus on the product development independently all the time. Professional on the technique and quality control thru every moment of forwarding, holding the belief of the reliable reputation, we have achieved the trust by lots of big clients, mainly market is Africa and Middleast, our long-term relationship partners include: Homes r Us ( UAE/Qatar/Bahrain/Oman), Alammari/Homes furniture (KSA), Qasser-alsaraya(KSA), MIDAS(Kuwait/Qatar/KSA), Almutlaq(KSA)……For the better level and becoming one of the greatest furniture manufacturers in China, we stick to the hard-working, keep the great inspiration on the designing, open mind for all the culture and create the fantastic furniture for people with a great, happy and warm life.","http://www.locehome.com","http://www.locehome.com/","5.1","A08"
"https://oss-shjbh.saas.coolgua.com/20260511/79e609d5f7e0440ba028c93e0ca4ea92.jpg","YUC Advanced Material Technology Co., Ltd.","Guangdong Yuanxi New Materials Technology Co., Ltd. is a National High-Tech Enterprise and a “Specialized, Refined, Distinctive, and Innovative” enterprise, focusing on the research, development, and application of graphene-based advanced materials.Led by Dr. Peng Hu, a materials science expert, our experienced R&D team has pioneered ultra-large-area, long-lifespan graphene far-infrared heating technology.By simulating the healthy far-infrared wavelengths found in sunlight, we deliver gentle, “inside-out” warmth. Through the seamless integration of heating elements with building materials, we create invisible, intelligent heating systems that combine high energy efficiency with superior comfort and wellness.Yuanxi Technology is committed to redefining heating solutions through innovation, driving the upgrade from traditional heating to intelligent thermal wellness. We look forward to partnering with you to create smarter, safer, and healthier living environments—bringing the warmth of technology to homes around the world.","https://www.yesusee.com","https://www.yesusee.com/","5.1","C02"
"https://oss-shjbh.saas.coolgua.com/20260521/cc8637e9915149c6a0988e3fa24336a4.jpg","Shanghai Yin Zhuo Home Furnishing Co., Ltd.","Yinzhuo was founded in 2016 with the brand philosophy of ""Hidden in the city, carved in the heart."" The brand focuses on modern minimalist style, offering a complete range of home products including tables, chairs, sofas, and cabinetry. Yinzhuo advocates finding inner peace within the bustling urban environment, creating living spaces that are both functional and aesthetic through clean, simple designs and meticulous craftsmanship, thus interpreting a low-key yet quality lifestyle.","https://www.yinzhuo.art","https://www.yinzhuo.art/","4.1","B16"
"https://oss-shjbh.saas.coolgua.com/20260605/d0af06862aab46ebbe51e258a9b0509a.jpg","Guangzhou Pure Faith Technology Co., Ltd.","Guangzhou Pure Faith Technology Co., Ltd. was established in 2005 and is a national high-tech enterprise specializing in research, development, production, and sales of high-end ergonomic office chairs, smart chairs, gaming chairs, multifunctional armrests, and other chair components.With 20 years of industrial and technological experience, we have become the well-known manufacturer with total seating solutions in the industry. Our products are exported to over 50 countries and regions worldwide.","https://www.purefaith.cn","https://www.purefaith.cn/","6.1","B68"
"https://oss-shjbh.saas.coolgua.com/20260605/ed34c8bb5b78469fa3f61e9e1a5c428f.png","Foshan Ainong Home Furniture Co. Ltd","Foshan Ainong Home Furniture Co.,Ltd. is a company established in 2013, which focusing on the development, production, sales services of one-stop modern home furniture. Our main products are dining tables, dining chairs, coffee tables, cabinets and so on. We have 4 production bases in Foshan, with a total area of 20,000 square meters of modern factories. Over 150 skilled employees creating 100 million yearly output value.Foshan Ainong has always been concerned about providing qualified and cost efficient products for our clients. We mainly provide OEM and ODM service for top 10 listed furniture enterprises in China and international wholesalers and chain retailers.","https://ainongfurniture.en.alibaba.com/","https://ainongfurniture.en.alibaba.com/","5.1","C15"
